,observation,action,reward,next_observation,done
655,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0. ]",3,20,"[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
656,"[ 0.   1.   1.   1.   0.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.3]",1,-2.414213562373095,"[ 3.   0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.2]",False
657,"[ 3.   0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.2]",1,-2.118033988749895,"[ 1.   3.   0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2 -0.1]",False
658,"[ 1.   3.   0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2 -0.1]",0,-1.5,"[ 1.   1.   0.   0.   0.   1.   1.   3.   0.   1.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0. ]",False
659,"[ 1.   1.   0.   0.   0.   1.   1.   3.   0.   1.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0. ]",3,20,"[1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 0.]",True
660,"[ 0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   1.   1.   1.   0.   0.   0.   1.   1.   1.  -0.2  0.2]",1,-2.802775637731995,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   1.   1.   1.   0.   0.   0.   1.   1.  -0.2  0.3]",False
661,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   1.   1.   1.   0.   0.   0.   1.   1.  -0.2  0.3]",5,-2.118033988749895,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.   0.  -0.1  0.2]",False
662,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.   0.  -0.1  0.2]",0,-2.5,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.3]",False
663,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.3]",6,-2.0,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2]",False
664,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2]",5,-1.7071067811865475,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  3.
 0.  0.  0.  0.  0.  0.  0.1 0.1]",False
665,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  3.
 0.  0.  0.  0.  0.  0.  0.1 0.1]",7,20,"[1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1.
 0. 0.]",True
666,"[ 1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.5 -0.2]",3,-3.23606797749979,"[ 1.   0.   0.   1.   0.   1.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.4 -0.2]",False
667,"[ 1.   0.   0.   1.   0.   1.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.4 -0.2]",3,-2.802775637731995,"[ 0.   0.   0.   0.   0.   1.   0.   0.   1.   0.   1.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.2]",False
668,"[ 0.   0.   0.   0.   0.   1.   0.   0.   1.   0.   1.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.2]",3,-2.414213562373095,"[ 3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   1.   0.
  1.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.2 -0.2]",False
669,"[ 3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   1.   0.
  1.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.2 -0.2]",2,-2.58113883008419,"[ 1.   0.   0.   0.   0.   1.   1.   0.   0.   1.   1.   1.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.1]",False
670,"[ 1.   0.   0.   0.   0.   1.   1.   0.   0.   1.   1.   1.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.1]",3,-2.118033988749895,"[ 0.   3.   0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   1.
  1.   1.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.1]",False
671,"[ 0.   3.   0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   1.
  1.   1.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.1]",0,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   1.   0.   0.
  1.   1.   1.   0.   0.   0.   1.   1.   0.   0.  -0.1  0. ]",False
672,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   1.   0.   0.
  1.   1.   1.   0.   0.   0.   1.   1.   0.   0.  -0.1  0. ]",3,20,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0.
 0. 0.]",True
673,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.
 0.  0.  0.  0.  0.  0.  0.1 0.1]",7,20,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1.
 0. 0.]",True
674,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   1.  -0.4 -0.3]",3,-3.1213203435596424,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   0.  -0.3 -0.3]",False
675,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   0.  -0.3 -0.3]",0,-2.414213562373095,"[ 3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.2]",False
676,"[ 3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.2]",0,-1.7071067811865475,"[ 1.   1.   1.   1.   1.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1 -0.1]",False
677,"[ 1.   1.   1.   1.   1.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1 -0.1]",1,-1.5,"[ 1.   1.   1.   1.   1.   1.   0.   3.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1  0. ]",False
678,"[ 1.   1.   1.   1.   1.   1.   0.   3.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1  0. ]",3,20,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",True
679,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.4  0.1]",5,-2.5,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   1.   1.   1.   1.   1.  -0.3  0. ]",False
680,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   1.   1.   1.   1.   1.  -0.3  0. ]",0,-2.118033988749895,"[ 0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.1]",False
681,"[ 0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.1]",5,-1.5,"[ 0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.1  0. ]",False
682,"[ 0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.1  0. ]",3,20,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1.
 0. 0.]",True
683,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.  0.  0.  1.  0.  0.  0.
 0.  1.  0.  0.  0.  0.  0.7 0.5]",5,-10,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.  0.  0.  1.  0.  0.  0.
 0.  1.  0.  0.  0.  0.  0.8 0.4]",True
684,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.7 -0.7]",2,-5.242640687119285,"[ 1.   1.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.6 -0.6]",False
685,"[ 1.   1.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.6 -0.6]",2,-4.535533905932738,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5 -0.5]",False
686,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5 -0.5]",2,-3.8284271247461903,"[ 0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   0.   0.4 -0.4]",False
687,"[ 0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   0.   0.4 -0.4]",2,-3.1213203435596424,"[ 0.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.
  0.   1.   1.   1.   1.   0.   0.   1.   1.   1.   0.3 -0.3]",False
688,"[ 0.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.
  0.   1.   1.   1.   1.   0.   0.   1.   1.   1.   0.3 -0.3]",1,-2.802775637731995,"[ 0.   0.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   1.   1.   1.   0.   0.   0.   1.   1.   0.3 -0.2]",False
689,"[ 0.   0.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   1.   1.   1.   0.   0.   0.   1.   1.   0.3 -0.2]",2,-2.118033988749895,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   1.   0.   3.   0.   0.   0.   0.2 -0.1]",False
690,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   1.   0.   3.   0.   0.   0.   0.2 -0.1]",1,-2.0,"[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
 0.  0.  0.  3.  0.  0.  0.2 0. ]",False
691,"[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
 0.  0.  0.  3.  0.  0.  0.2 0. ]",2,-1.7071067811865475,"[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  3.
 0.  1.  0.  0.  0.  0.  0.1 0.1]",False
692,"[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  3.
 0.  1.  0.  0.  0.  0.  0.1 0.1]",7,20,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
693,"[ 0.   0.   0.   0.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   1.   1.   0.   0.   0.  -0.3  0.5]",3,-3.692582403567252,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   0.   0.  -0.2  0.5]",False
694,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   0.   0.  -0.2  0.5]",3,-3.5495097567963922,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0.5]",False
695,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0.5]",5,-3.0,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 1.  0.  0.  1.  1.  0.  0.  0.4]",False
696,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 1.  0.  0.  1.  1.  0.  0.  0.4]",5,-2.58113883008419,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  1.  1.  0.  0.1 0.3]",False
697,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  1.  1.  0.  0.1 0.3]",4,-2.5,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
 0.  0.  1.  1.  0.  0.  0.  0.3]",False
698,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
 0.  0.  1.  1.  0.  0.  0.  0.3]",5,-2.118033988749895,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",False
699,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",False
700,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",0,-2.118033988749895,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",False
701,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",False
702,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",0,-2.118033988749895,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",False
703,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",False
704,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",0,-2.118033988749895,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",False
705,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",False
706,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",0,-2.118033988749895,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",False
707,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",False
708,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",0,-2.118033988749895,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",False
709,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",False
710,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",0,-2.118033988749895,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",False
711,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",False
712,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  1.  1.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.1]",0,-2.118033988749895,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",False
713,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  0.  1.  1.  0.  0.  0.1 0.2]",6,-1.7071067811865475,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  3.
 1.  1.  1.  0.  0.  1.  0.1 0.1]",False
714,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  3.
 1.  1.  1.  0.  0.  1.  0.1 0.1]",7,20,"[0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1.
 0. 0.]",True
715,"[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  1.  1.  1.  0.  0.  1.
 1.  1.  0.  0.  0.  0.  0.1 0.3]",1,-3.0615528128088303,"[1.  1.  0.  0.  0.  1.  1.  0.  0.  0.  1.  1.  0.  1.  1.  1.  0.  0.
 1.  1.  1.  0.  0.  0.  0.1 0.4]",False
716,"[1.  1.  0.  0.  0.  1.  1.  0.  0.  0.  1.  1.  0.  1.  1.  1.  0.  0.
 1.  1.  1.  0.  0.  0.  0.1 0.4]",7,-2.5,"[1.  0.  0.  0.  0.  1.  0.  0.  1.  1.  1.  0.  1.  1.  1.  0.  0.  0.
 0.  1.  0.  0.  0.  0.  0.  0.3]",False
717,"[1.  0.  0.  0.  0.  1.  0.  0.  1.  1.  1.  0.  1.  1.  1.  0.  0.  0.
 0.  1.  0.  0.  0.  0.  0.  0.3]",4,-2.58113883008419,"[ 1.   0.   0.   1.   1.   1.   0.   0.   1.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0.3]",False
718,"[ 1.   0.   0.   1.   1.   1.   0.   0.   1.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0.3]",6,-2.118033988749895,"[ 0.   0.   1.   1.   0.   0.   0.   1.   1.   3.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0.2]",False
719,"[ 0.   0.   1.   1.   0.   0.   0.   1.   1.   3.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0.2]",7,-2.118033988749895,"[ 0.   1.   1.   3.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.2  0.1]",False
720,"[ 0.   1.   1.   3.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.2  0.1]",5,-1.5,"[ 1.   1.   0.   0.   1.   1.   1.   3.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0. ]",False
721,"[ 1.   1.   0.   0.   1.   1.   1.   3.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0. ]",3,20,"[0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0.]",True
722,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.4 -0.6]",0,-3.9154759474226504,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.3 -0.5]",False
723,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.3 -0.5]",0,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2 -0.4]",False
724,"[ 0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2 -0.4]",0,-2.58113883008419,"[ 0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1 -0.3]",False
725,"[ 0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1 -0.3]",1,-2.118033988749895,"[ 0.   0.   0.   0.   1.   3.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   0.   0.  -0.1 -0.2]",False
726,"[ 0.   0.   0.   0.   1.   3.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   0.   0.  -0.1 -0.2]",1,-1.7071067811865475,"[ 0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.   0.  -0.1 -0.1]",False
727,"[ 0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.   0.  -0.1 -0.1]",1,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   1.   1.   1.  -0.1  0. ]",False
728,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   1.   1.   1.  -0.1  0. ]",6,-1.7071067811865475,"[ 0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.   0.  -0.1 -0.1]",False
729,"[ 0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.   0.  -0.1 -0.1]",1,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   1.   1.   1.  -0.1  0. ]",False
