,observation,action,reward,next_observation,done
4304,"[0.  0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  0.  0.  0.  0.  3.  0.
 0.  1.  1.  1.  1.  1.  0.1 0. ]",4,25,"[1. 0. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
4305,"[ 0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   2.   0.   1.   0.   0.   0.   0.   0.  -0.2  0. ]",5,-1.7071067811865475,"[ 1.   1.   1.   1.   1.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   1.   0.   0.   0.   0.   1.   0.  -0.1 -0.1]",False
4306,"[ 1.   1.   1.   1.   1.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   1.   0.   0.   0.   0.   1.   0.  -0.1 -0.1]",3,-1.5,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   3.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   1.   0.   0.  -0.1]",False
4307,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   3.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   1.   0.   0.  -0.1]",4,-1.7071067811865475,"[ 1.   1.   1.   1.   1.   0.   3.   2.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   0.  -0.1 -0.1]",False
4308,"[ 1.   1.   1.   1.   1.   0.   3.   2.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   0.  -0.1 -0.1]",0,25,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 1.
 0. 0.]",True
4309,"[1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  1.  0.  2.  1.  1.  0.  0.  0.
 0.  1.  0.  0.  0.  0.  0.1 0.3]",7,-2.0,"[0.  0.  0.  1.  1.  0.  2.  2.  1.  0.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2]",False
4310,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.  0.  0.
 0.  1.  1.  1.  1.  1.  0.1 0.6]",7,-3.5,"[0.  0.  0.  0.  0.  3.  2.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.5]",False
4311,"[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  2.  1.  0.  0.  0.  0.  0.
 3.  0.  0.  0.  0.  0.  0.5 0. ]",4,-3.0,"[0.  0.  0.  1.  1.  0.  2.  2.  1.  0.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.4 0. ]",False
4312,"[0.  0.  0.  1.  1.  0.  2.  2.  1.  0.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2]",7,-1.7071067811865475,"[ 0.   0.   1.   0.   1.   0.   2.   0.   3.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.1]",False
4313,"[0.  0.  0.  0.  0.  3.  2.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.5]",5,-3.0615528128088303,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
 0.  1.  1.  1.  1.  1.  0.1 0.4]",False
4314,"[0.  0.  0.  1.  1.  0.  2.  2.  1.  0.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.4 0. ]",4,-2.5,"[0.  0.  0.  1.  0.  0.  0.  2.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.3 0. ]",False
4315,"[ 0.   0.   1.   0.   1.   0.   2.   0.   3.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.1]",5,25,"[0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 2. 2. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0.]",True
4316,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
 0.  1.  1.  1.  1.  1.  0.1 0.4]",7,-2.5,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.3]",False
4317,"[0.  0.  0.  1.  0.  0.  0.  2.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.3 0. ]",7,-2.118033988749895,"[ 0.   0.   0.   3.   1.   0.   2.   2.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   3.   0.   0.   2.   0.2 -0.1]",False
4318,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.3]",5,-2.118033988749895,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
 3.  1.  1.  1.  1.  1.  0.1 0.2]",False
4319,"[ 0.   0.   0.   3.   1.   0.   2.   2.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   3.   0.   0.   2.   0.2 -0.1]",4,-1.7071067811865475,"[ 0.   0.   0.   0.   1.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.1 -0.1]",False
4320,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
 3.  1.  1.  1.  1.  1.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  0.  3.  1.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.1]",False
4321,"[ 0.   0.   0.   0.   1.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.1 -0.1]",1,-1.5,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  3.  0.
 0.  0.  0.  0.  0.  0.  0.1 0. ]",False
4322,"[0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  0.  3.  1.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.1]",6,25,"[0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
4323,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  3.  0.
 0.  0.  0.  0.  0.  0.  0.1 0. ]",4,25,"[0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.
 0. 0.]",True
4324,"[ 0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.6  0.3]",3,-3.9154759474226504,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.5  0.3]",False
4325,"[ 0.   0.   0.   0.   1.   0.   0.   3.   3.   1.   1.   1.   0.   1.
  0.   0.   1.   0.   1.   0.   1.   1.   0.   1.   0.7 -0.7]",2,-5.242640687119285,"[ 0.   0.   0.   3.   3.   0.   1.   1.   2.   0.   0.   0.   1.   0.
  0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.6 -0.6]",False
4326,"[ 1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.4  0.7]",5,-4.354101966249685,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3  0.6]",False
4327,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.5  0.3]",0,-3.8284271247461903,"[ 0.   0.   0.   0.   2.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   2.   0.   0.   0.   0.   0.   0.  -0.4  0.4]",False
4328,"[ 0.   0.   0.   3.   3.   0.   1.   1.   2.   0.   0.   0.   1.   0.
  0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.6 -0.6]",2,-4.535533905932738,"[ 0.   0.   1.   1.   0.   0.   0.   0.   2.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   2.   0.   1.   0.5 -0.5]",False
4329,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3  0.6]",5,-3.692582403567252,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.5]",False
4330,"[ 0.   0.   0.   0.   2.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   2.   0.   0.   0.   0.   0.   0.  -0.4  0.4]",5,-10,"[ 2.   0.   0.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.4  0.4]",True
4331,"[ 0.   0.   1.   1.   0.   0.   0.   0.   2.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   2.   0.   1.   0.5 -0.5]",2,-10,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   1.   0.   0.   1.   1.
  0.   2.   0.   1.   1.   0.   0.   0.   0.   1.   0.5 -0.5]",True
4332,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   2.  -0.1  0.4]",False
4333,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   2.  -0.1  0.4]",6,-2.58113883008419,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   2.   1.  -0.1  0.3]",False
4334,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   2.   1.  -0.1  0.3]",5,-2.0,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  2.  1.  1.
 0.  0.  0.  0.  0.  1.  0.  0.2]",False
4335,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  2.  1.  1.
 0.  0.  0.  0.  0.  1.  0.  0.2]",6,-1.5,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  2.  3.  3.  0.  1.  1.  0.
 0.  0.  0.  0.  1.  0.  0.  0.1]",False
4336,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  2.  3.  3.  0.  1.  1.  0.
 0.  0.  0.  0.  1.  0.  0.  0.1]",6,25,"[1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 2. 3. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1.
 0. 0.]",True
4337,"[ 1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1  0.6]",7,-3.692582403567252,"[ 0.   0.   0.   0.   1.   0.   2.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.5]",False
4338,"[ 0.   1.   1.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  3.   0.   0.   0.   0.   1.   1.   1.   1.   1.   0.1 -0.2]",2,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   3.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.1]",False
4339,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.  0.  1.  1.  0.  0.
 0.  1.  1.  0.  0.  0.  0.6 0.6]",7,-4.535533905932738,"[1.  1.  1.  1.  1.  1.  2.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
 0.  1.  0.  0.  0.  0.  0.5 0.5]",False
4340,"[ 0.   0.   0.   0.   1.   0.   2.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   2.   0.   1.   1.   0.   0.   0.   0.   0.  -0.1  0.4]",False
4341,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   3.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.1]",1,25,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
4342,"[1.  1.  1.  1.  1.  1.  2.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
 0.  1.  0.  0.  0.  0.  0.5 0.5]",7,-3.8284271247461903,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 1.  0.  0.  0.  0.  1.  0.4 0.4]",False
4343,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   2.   0.   1.   1.   0.   0.   0.   0.   0.  -0.1  0.4]",6,-2.58113883008419,"[ 0.   0.   1.   1.   0.   0.   0.   1.   1.   1.   0.   2.   0.   1.
  0.   0.   1.   1.   3.   0.   0.   0.   0.   0.  -0.1  0.3]",False
4344,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 1.  0.  0.  0.  0.  1.  0.4 0.4]",7,-3.1213203435596424,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  1.
 1.  0.  0.  2.  0.  0.  0.3 0.3]",False
4345,"[ 0.   0.   1.   1.   0.   0.   0.   1.   1.   1.   0.   2.   0.   1.
  0.   0.   1.   1.   3.   0.   0.   0.   0.   0.  -0.1  0.3]",6,-2.118033988749895,"[ 2.   1.   1.   0.   0.   0.   1.   1.   1.   3.   0.   2.   1.   0.
  0.   1.   1.   3.   0.   0.   0.   0.   0.   0.  -0.1  0.2]",False
4346,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  1.
 1.  0.  0.  2.  0.  0.  0.3 0.3]",4,-2.802775637731995,"[0.  0.  0.  0.  0.  0.  0.  2.  1.  1.  0.  0.  1.  1.  0.  0.  0.  2.
 0.  0.  0.  0.  1.  1.  0.2 0.3]",False
4347,"[ 2.   1.   1.   0.   0.   0.   1.   1.   1.   3.   0.   2.   1.   0.
  0.   1.   1.   3.   0.   0.   0.   0.   0.   0.  -0.1  0.2]",6,-10,"[ 0.   1.   1.   0.   0.   2.   1.   1.   1.   3.   0.   0.   1.   0.
  0.   1.   1.   3.   0.   0.   0.   0.   0.   0.  -0.1  0.2]",True
4348,"[0.  0.  0.  0.  0.  0.  0.  2.  1.  1.  0.  0.  1.  1.  0.  0.  0.  2.
 0.  0.  0.  0.  1.  1.  0.2 0.3]",7,-2.118033988749895,"[0.  0.  1.  1.  0.  0.  2.  1.  1.  1.  0.  0.  2.  1.  0.  0.  1.  1.
 3.  0.  0.  0.  0.  0.  0.1 0.2]",False
4349,"[0.  0.  1.  1.  0.  0.  2.  1.  1.  1.  0.  0.  2.  1.  0.  0.  1.  1.
 3.  0.  0.  0.  0.  0.  0.1 0.2]",6,-10,"[0.  0.  1.  1.  0.  0.  0.  1.  1.  1.  0.  0.  2.  1.  0.  0.  1.  1.
 3.  0.  0.  0.  0.  0.  0.1 0.2]",True
4350,"[ 0.   1.   1.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.1 -0.2]",1,-1.7071067811865475,"[ 0.   0.   1.   1.   0.   0.   3.   0.   0.   0.   0.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.1 -0.1]",False
4351,"[ 0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.1 -0.5]",2,-3.0,"[ 0.   3.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   0.   0.   1.   1.   0.  -0.4]",False
4352,"[ 0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.5 -0.3]",2,-4.16227766016838,"[ 0.   0.   1.   1.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.6 -0.2]",False
4353,"[ 0.   0.   1.   1.   0.   0.   3.   0.   0.   0.   0.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.1 -0.1]",0,25,"[1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 2. 0. 1. 1. 1. 1. 1.
 0. 0.]",True
4354,"[ 0.   3.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   0.   0.   1.   1.   0.  -0.4]",2,-2.58113883008419,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   1.
  0.   1.   0.   0.   1.   1.   1.   0.   0.   0.  -0.1 -0.3]",False
4355,"[ 0.   0.   1.   1.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.6 -0.2]",3,-3.692582403567252,"[ 0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.5 -0.2]",False
4356,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   1.
  0.   1.   0.   0.   1.   1.   1.   0.   0.   0.  -0.1 -0.3]",0,-2.0,"[ 0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.
  0.   0.   0.   2.   0.   0.   0.   1.   0.   0.   0.  -0.2]",False
4357,"[ 0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.5 -0.2]",0,-3.0615528128088303,"[ 0.   0.   0.   1.   1.   0.   2.   0.   1.   1.   1.   0.   1.   1.
  1.   0.   0.   2.   0.   0.   0.   0.   0.   0.  -0.4 -0.1]",False
4358,"[ 0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.
  0.   0.   0.   2.   0.   0.   0.   1.   0.   0.   0.  -0.2]",1,-1.5,"[ 0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   3.   2.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.  -0.1]",False
4359,"[ 0.   0.   0.   1.   1.   0.   2.   0.   1.   1.   1.   0.   1.   1.
  1.   0.   0.   2.   0.   0.   0.   0.   0.   0.  -0.4 -0.1]",3,-2.58113883008419,"[ 0.   0.   0.   0.   0.   2.   0.   0.   1.   1.   0.   0.   1.   1.
  1.   0.   2.   1.   1.   1.   0.   0.   0.   0.  -0.3 -0.1]",False
4360,"[ 0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   3.   2.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.  -0.1]",2,-1.5,"[ 1.   0.   0.   0.   0.   1.   0.   3.   2.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   1.   1.   0.   0.   1.   1.  -0.1  0. ]",False
4361,"[ 0.   0.   0.   0.   0.   2.   0.   0.   1.   1.   0.   0.   1.   1.
  1.   0.   2.   1.   1.   1.   0.   0.   0.   0.  -0.3 -0.1]",0,-2.0,"[ 0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   1.
  0.   0.   0.   2.   1.   0.   1.   0.   0.   1.  -0.2  0. ]",False
4362,"[ 1.   0.   0.   0.   0.   1.   0.   3.   2.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   1.   1.   0.   0.   1.   1.  -0.1  0. ]",3,25,"[1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 2. 0. 0. 1. 0. 0. 0. 1.
 0. 0.]",True
4363,"[ 0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   1.
  0.   0.   0.   2.   1.   0.   1.   0.   0.   1.  -0.2  0. ]",3,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   1.   0.   0.   0.   0.   1.  -0.1  0. ]",False
4364,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   1.   0.   0.   0.   0.   1.  -0.1  0. ]",5,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   1.   1.   0.  -0.1]",False
4365,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   1.   1.   0.  -0.1]",1,25,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0.]",True
4366,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.
  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.6 -0.7]",2,-4.905124837953327,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.5 -0.6]",False
4367,"[ 0.   0.   0.   1.   1.   0.   0.   3.   1.   1.   0.   0.   1.   1.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.7  0. ]",0,-4.041381265149109,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   3.   1.
  0.   0.   0.   2.   1.   1.   1.   1.   1.   1.  -0.6  0.1]",False
4368,"[0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 2. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",3,-1.5,"[0.  0.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  1.  1.  0.  0.  3.  1.
 1.  0.  0.  2.  1.  1.  0.1 0. ]",False
4369,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.5 -0.6]",2,-4.201562118716424,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   1.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.4 -0.5]",False
4370,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   3.   1.
  0.   0.   0.   2.   1.   1.   1.   1.   1.   1.  -0.6  0.1]",5,-10,"[ 0.   0.   0.   0.   1.   0.   0.   0.   2.   1.   0.   0.   3.   1.
  0.   0.   0.   0.   1.   1.   1.   1.   1.   1.  -0.6  0.1]",True
4371,"[0.  0.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  1.  1.  0.  0.  3.  1.
 1.  0.  0.  2.  1.  1.  0.1 0. ]",4,25,"[0. 0. 0. 1. 1. 0. 0. 2. 1. 1. 0. 2. 1. 1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
4372,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   1.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.4 -0.5]",2,-3.5,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.   0.   0.3 -0.4]",False
4373,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.   0.   0.3 -0.4]",2,-2.802775637731995,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   1.   1.   1.   0.   0.   0.   1.   1.   0.2 -0.3]",False
4374,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   1.   1.   1.   0.   0.   0.   1.   1.   0.2 -0.3]",2,-2.118033988749895,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   1.   1.
  3.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.1 -0.2]",False
4375,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   1.   1.
  3.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.1 -0.2]",2,-1.5,"[ 1.   0.   0.   0.   0.   1.   0.   0.   2.   1.   1.   3.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.   0.  -0.1]",False
4376,"[ 1.   0.   0.   0.   0.   1.   0.   0.   2.   1.   1.   3.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.   0.  -0.1]",1,25,"[1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 2. 0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 1.
 0. 0.]",True
4377,"[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  2.
 3.  3.  0.  0.  0.  0.  0.1 0.2]",6,-1.7071067811865475,"[0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  2.  0.  0.  0.  0.  2.  3.
 0.  0.  0.  0.  0.  0.  0.1 0.1]",False
4378,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.7 -0.1]",2,-4.0,"[1.  1.  1.  1.  1.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.6 0. ]",False
